periodico,Tipo de distribución geográfica,Estado,Municipio,Puntos cerrados e Identificados,Total
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Tecpatan,,140
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Tonala,,320
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Tuxtla Gutierrez,,11678
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Villaflores,,390
NOTICIAS VOZ E IMAGEN DE CHIAPAS ,Local,Chiapas,Tapachula,,2891
OYE CHIAPAS ,Local,Chiapas,Berriozabal,,195
OYE CHIAPAS ,Local,Chiapas,Cintalapa,,180
OYE CHIAPAS ,Local,Chiapas,Mapastepec,,210
OYE CHIAPAS ,Local,Chiapas,Ocosingo,,210
OYE CHIAPAS ,Local,Chiapas,Ocozocoautla De Espinoza,,205
OYE CHIAPAS ,Local,Chiapas,Palenque,,320
OYE CHIAPAS ,Local,Chiapas,San Cristobal De Las Casas,,260
OYE CHIAPAS ,Local,Chiapas,Tapachula,,310
OYE CHIAPAS ,Local,Chiapas,Tonala,,125
OYE CHIAPAS ,Local,Chiapas,Tuxtla Gutierrez,,10471
OYE CHIAPAS ,Local,Chiapas,Arriaga,,206
OYE CHIAPAS ,Local,Veracruz,Coatzacoalcos,,320
OYE CHIAPAS ,Local,Veracruz,Xalapa,,155
SEMANARIO EL ORBE ,Local,Chiapas,Cacahoatan,,580
SEMANARIO EL ORBE ,Local,Chiapas,El Porvenir,,180
SEMANARIO EL ORBE ,Local,Chiapas,Escuintla,,410
SEMANARIO EL ORBE ,Local,Chiapas,Frontera Comalapa,,940
SEMANARIO EL ORBE ,Local,Chiapas,Frontera Hidalgo,,185
SEMANARIO EL ORBE ,Local,Chiapas,Huehuetan,,450
SEMANARIO EL ORBE ,Local,Chiapas,Huixtla,,700
SEMANARIO EL ORBE ,Local,Chiapas,Mapastepec,,610
SEMANARIO EL ORBE ,Local,Chiapas,Mazapa De Madero,,100
SEMANARIO EL ORBE ,Local,Chiapas,Mazatan,,370
SEMANARIO EL ORBE ,Local,Chiapas,Motozintla,,930
SEMANARIO EL ORBE ,Local,Chiapas,Pijijiapan,,690
SEMANARIO EL ORBE ,Local,Chiapas,Siltepec,,450
SEMANARIO EL ORBE ,Local,Chiapas,Tapachula,,4500
SEMANARIO EL ORBE ,Local,Chiapas,Tonala,,1140
SEMANARIO EL ORBE ,Local,Chiapas,Tuxtla Chico,,540
SEMANARIO EL ORBE ,Local,Chiapas,Tuxtla Gutierrez,,1271
SEMANARIO EL ORBE ,Local,Chiapas,Tuzantan,,410
SEMANARIO EL ORBE ,Local,Chiapas,Union Juarez,,200
SEMANARIO EL ORBE ,Local,Chiapas,Villa Comaltitlan,,370
SEMANARIO EL ORBE ,Local,Chiapas,Metapa,,70
SEMANARIO EL ORBE ,Local,Chiapas,Acacoyagua,,230
SEMANARIO EL ORBE ,Local,Chiapas,Acapetahua,,360
SEMANARIO EL ORBE ,Local,Chiapas,Amatenango De La Frontera,,390
SEMANARIO EL ORBE ,Local,Chiapas,Arriaga,,510
ULTIMÁTUM ,Local,Chiapas,Arriaga,,20
ULTIMÁTUM ,Local,Chiapas,Comitan De Dominguez,,600
ULTIMÁTUM ,Local,Chiapas,Palenque,,470
ULTIMÁTUM ,Local,Chiapas,Pantepec,,50
ULTIMÁTUM ,Local,Chiapas,San Cristobal De Las Casas,,790
ULTIMÁTUM ,Local,Chiapas,Tonala,,360
ULTIMÁTUM ,Local,Chiapas,Tuxtla Gutierrez,,2322
ULTIMÁTUM ,Local,Chiapas,Villa Corzo,,320
ULTIMÁTUM ,Local,Chiapas,Villaflores,,420
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Chihuahua,,44680
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Jimenez,,1640
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Julimes,,400
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,La Cruz,,328
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Lopez,,205
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Madera,,666
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Matachi,,102
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Meoqui,,1742
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Namiquipa,,103
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Ojinaga,,718
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Rosales,,154
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,San Francisco De Conchos,,103
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Santa Barbara,,256
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Santa Isabel,,205
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Satevo,,133
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Aldama,,1497
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Allende,,548
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Aquiles Serdan,,256
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Bachiniva,,205
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Balleza,,154
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Camargo,,1947
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Carichi,,103
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Coronado,,461
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Coyame,,308
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Cuauhtemoc,,5740
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Delicias,,7584
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Guerrero,,359
EL DIARIO DE CHIHUAHUA ,Local,Chihuahua,Hidalgo Del Parral,,6098
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Ojinaga,,141
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Ahumada,,274
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Aldama,,555
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Allende,,299
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Aquiles Serdan,,188
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Ascension,,192
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Bachiniva,,154
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Balleza,,137
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Batopilas,,137
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Buenaventura,,94
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Camargo,,2419
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Carichi,,103
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Casas Grandes,,996
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Coronado,,568
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Coyame,,192
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,La Cruz,,150
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Cuauhtemoc,,821
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Cusihuiriachi,,137
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Delicias,,5761
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Belisario Domínguez,,265
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Galeana,,154
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Satevo,,128
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Gomez Farias,,299
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Gran Morelos,,312
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Guachochi,,188
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Guadalupe,,192
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Guadalupe Y Calvo,,141
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Guazapares,,120
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Janos,,145
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Jimenez,,137
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Juarez,,8483
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Julimes,,384
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Lopez,,235
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Madera,,137
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Maguarichi,,153
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Manuel Benavides,,94
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Matachi,,116
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Matamoros,,123
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Meoqui,,140
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Morelos,,145
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Moris,,133
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Namiquipa,,95
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Nonoava,,116
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Nuevo Casas Grandes,,299
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Ocampo,,137
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Praxedis G. Guerrero,,473
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Riva Palacio,,136
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Rosales,,132
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Rosario,,154
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,San Francisco De Borja,,154
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,San Francisco De Conchos,,175
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,San Francisco Del Oro,,162
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Santa Barbara,,196
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Santa Isabel,,137
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Guerrero,,124
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Hidalgo Del Parral,,137
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Huejotitan,,133
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Ignacio Zaragoza,,103
EL HERALDO DE CHIHUAHUA ,Local,Chihuahua,Chihuahua,,34309
EL HERALDO DE JUÁREZ ,Local,Chihuahua,Ciudad Juarez,,7422
EL PESO DE CHIHUAHUA ,Local,Chihuahua,Chihuahua,,29172
EL PESO DE CHIHUAHUA ,Local,Chihuahua,Cuauhtemoc,,2854
EL PESO DE CHIHUAHUA ,Local,Chihuahua,Delicias,,5209
EL PESO DE CHIHUAHUA ,Local,Chihuahua,Hidalgo Del Parral,,1486
EL SOL DE PARRAL ,Local,Chihuahua,Guadalupe Y Calvo,,456
EL SOL DE PARRAL ,Local,Chihuahua,Balleza,,134
EL SOL DE PARRAL ,Local,Chihuahua,Guachochi,,85
EL SOL DE PARRAL ,Local,Chihuahua,Valle De Zaragoza,,119
EL SOL DE PARRAL ,Local,Chihuahua,Santa Barbara,,138
EL SOL DE PARRAL ,Local,Chihuahua,Hidalgo Del Parral,,11271
JUÁREZ HOY ,Local,Chihuahua,Juarez,,14304
BASTA! ,Nacional,Ciudad De México,Álvaro Obregón,,1600
BASTA! ,Nacional,Ciudad De México,Azcapotzalco,,1450
BASTA! ,Nacional,Ciudad De México,Benito Juarez,,1400
BASTA! ,Nacional,Ciudad De México,Coyoacan,,1500
BASTA! ,Nacional,Ciudad De México,Cuajimalpa,,1000
BASTA! ,Nacional,Ciudad De México,Cuauhtemoc,,1500
BASTA! ,Nacional,Ciudad De México,Gustavo A. Madero,,5900
BASTA! ,Nacional,Ciudad De México,Iztacalco,,1300
BASTA! ,Nacional,Ciudad De México,Iztapalapa,,6500
BASTA! ,Nacional,Ciudad De México,Magdalena Contreras,,1100
BASTA! ,Nacional,Ciudad De México,Miguel Hidalgo,,2500
BASTA! ,Nacional,Ciudad De México,Milpa Alta,,1000
BASTA! ,Nacional,Ciudad De México,Tlahuac,,1250
BASTA! ,Nacional,Ciudad De México,Tlalpan,,1600
BASTA! ,Nacional,Ciudad De México,Venustiano Carranza,,1400
BASTA! ,Nacional,Ciudad De México,Xochimilco,,1400
BASTA! ,Nacional,Hidalgo,Pachuca De Soto,,10000
BASTA! ,Nacional,México,Toluca,,12000
BASTA! ,Nacional,Puebla,Puebla,,10000
CONGRESISTAS ,Local,Ciudad De México,,,11495
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Azcapotzalco,,93
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Coyoacan,,2549
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Cuajimalpa,,1082
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Gustavo A. Madero,,2073
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Iztacalco,,52
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Iztapalapa,,52
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Magdalena Contreras,,1305
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Milpa Alta,,31
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Álvaro Obregón,,6755
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Tlahuac,,20
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Tlalpan,,500
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Xochimilco,,31
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Benito Juarez,,3500
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Cuauhtemoc,,12006
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Miguel Hidalgo,,4547
DIARIO CONTRARÉPLICA ,Local,Ciudad De México,Venustiano Carranza,,135
DIARIO CONTRARÉPLICA ,Local,México,Atizapan De Zaragoza,,31
DIARIO CONTRARÉPLICA ,Local,México,Ecatepec,,10
DIARIO CONTRARÉPLICA ,Local,México,Huixquilucan,,114
DIARIO CONTRARÉPLICA ,Local,México,Naucalpan De Juarez,,84
DIARIO CONTRARÉPLICA ,Local,México,Nezahualcoyotl,,10
DIARIO CONTRARÉPLICA ,Local,México,Tlalnepantla De Baz,,20
DIARIO DE MEXICO ,Nacional,Aguascalientes,,,340
DIARIO DE MEXICO ,Nacional,Baja California,,,130
DIARIO DE MEXICO ,Nacional,Baja California Sur,,,170
DIARIO DE MEXICO ,Nacional,Campeche,,,170
DIARIO DE MEXICO ,Nacional,Coahuila De Zaragoza,,,240
DIARIO DE MEXICO ,Nacional,Colima,,,100
DIARIO DE MEXICO ,Nacional,Chiapas,,,170
DIARIO DE MEXICO ,Nacional,Chihuahua,,,160
DIARIO DE MEXICO ,Nacional,Ciudad De México,,,29544
DIARIO DE MEXICO ,Nacional,Durango,,,170
DIARIO DE MEXICO ,Nacional,Guanajuato,,,620
DIARIO DE MEXICO ,Nacional,Guerrero,,,340
DIARIO DE MEXICO ,Nacional,Hidalgo,,,240
DIARIO DE MEXICO ,Nacional,Jalisco,,,880
DIARIO DE MEXICO ,Nacional,México,,,5510
DIARIO DE MEXICO ,Nacional,Michoacán,,,330
DIARIO DE MEXICO ,Nacional,Morelos,,,420
DIARIO DE MEXICO ,Nacional,Nayarit,,,280
DIARIO DE MEXICO ,Nacional,Nuevo León,,,470
DIARIO DE MEXICO ,Nacional,Oaxaca,,,350
DIARIO DE MEXICO ,Nacional,Puebla,,,670
DIARIO DE MEXICO ,Nacional,Querétaro,,,470
DIARIO DE MEXICO ,Nacional,Quintana Roo,,,230
DIARIO DE MEXICO ,Nacional,San Luis Potosí,,,410
DIARIO DE MEXICO ,Nacional,Sinaloa,,,170
DIARIO DE MEXICO ,Nacional,Sonora,,,170
DIARIO DE MEXICO ,Nacional,Tabasco,,,270
DIARIO DE MEXICO ,Nacional,Tamaulipas,,,240
DIARIO DE MEXICO ,Nacional,Tlaxcala,,,200
DIARIO DE MEXICO ,Nacional,Veracruz,,,550
DIARIO DE MEXICO ,Nacional,Yucatán,,,200
DIARIO DE MEXICO ,Nacional,Zacatecas,,,170
DIARIO IMAGEN MEXICO ,Nacional,Aguascalientes,,,350
DIARIO IMAGEN MEXICO ,Nacional,Chiapas,,,325
DIARIO IMAGEN MEXICO ,Nacional,Ciudad De México,,,6139
DIARIO IMAGEN MEXICO ,Nacional,Durango,,,410
DIARIO IMAGEN MEXICO ,Nacional,Guanajuato,,,400
DIARIO IMAGEN MEXICO ,Nacional,Guerrero,,,320
DIARIO IMAGEN MEXICO ,Nacional,Hidalgo,,,380
DIARIO IMAGEN MEXICO ,Nacional,Jalisco,,,450
DIARIO IMAGEN MEXICO ,Nacional,México,,,6400
DIARIO IMAGEN MEXICO ,Nacional,Michoacán,,,425
DIARIO IMAGEN MEXICO ,Nacional,Morelos,,,350
DIARIO IMAGEN MEXICO ,Nacional,Nayarit,,,355
DIARIO IMAGEN MEXICO ,Nacional,Oaxaca,,,300
DIARIO IMAGEN MEXICO ,Nacional,Puebla,,,340
DIARIO IMAGEN MEXICO ,Nacional,Querétaro,,,300
DIARIO IMAGEN MEXICO ,Nacional,San Luis Potosí,,,320
DIARIO IMAGEN MEXICO ,Nacional,Sinaloa,,,320
DIARIO IMAGEN MEXICO ,Nacional,Tabasco,,,300
DIARIO IMAGEN MEXICO ,Nacional,Tamaulipas,,,320
DIARIO IMAGEN MEXICO ,Nacional,Tlaxcala,,,220
DIARIO IMAGEN MEXICO ,Nacional,Veracruz,,,400
DIARIO IMAGEN MEXICO ,Nacional,Zacatecas,,,300
EJECENTRAL ,Local,Ciudad De México,Álvaro Obregón,,1135
EJECENTRAL ,Local,Ciudad De México,Benito Juarez,,1060
EJECENTRAL ,Local,Ciudad De México,Coyoacan,,330
EJECENTRAL ,Local,Ciudad De México,Cuajimalpa,,60
EJECENTRAL ,Local,Ciudad De México,Cuauhtemoc,,3954
EJECENTRAL ,Local,Ciudad De México,Magdalena Contreras,,260
EJECENTRAL ,Local,Ciudad De México,Miguel Hidalgo,,3061
EJECENTRAL ,Local,Ciudad De México,Tlalpan,,40
EJECENTRAL ,Local,Ciudad De México,Venustiano Carranza,,5100
EL CHABACANO ,Local,Ciudad De México,,,19950
EL FINANCIERO ,Nacional,Aguascalientes,,,109
EL FINANCIERO ,Nacional,Baja California,,,193
EL FINANCIERO ,Nacional,Campeche,,,28
EL FINANCIERO ,Nacional,Coahuila De Zaragoza,,,358
EL FINANCIERO ,Nacional,Chiapas,,,154
EL FINANCIERO ,Nacional,Chihuahua,,,95
EL FINANCIERO ,Nacional,Ciudad De México,,,47073
EL FINANCIERO ,Nacional,Guanajuato,,,347
EL FINANCIERO ,Nacional,Guerrero,,,56
EL FINANCIERO ,Nacional,Hidalgo,,,70
EL FINANCIERO ,Nacional,Jalisco,,,24501
EL FINANCIERO ,Nacional,México,,,2352
EL FINANCIERO ,Nacional,Morelos,,,805
EL FINANCIERO ,Nacional,Nuevo León,,,10143
EL FINANCIERO ,Nacional,Oaxaca,,,123
EL FINANCIERO ,Nacional,Puebla,,,1106
EL FINANCIERO ,Nacional,Querétaro,,,2692
EL FINANCIERO ,Nacional,Quintana Roo,,,175
EL FINANCIERO ,Nacional,San Luis Potosí,,,344
EL FINANCIERO ,Nacional,Tabasco,,,42
EL FINANCIERO ,Nacional,Tlaxcala,,,123
EL FINANCIERO ,Nacional,Veracruz,,,341
EL GRÁFICO ,Nacional,Aguascalientes,,,56
EL GRÁFICO ,Nacional,Baja California,,,37
EL GRÁFICO ,Nacional,Baja California Sur,,,22
EL GRÁFICO ,Nacional,Campeche,,,51
EL GRÁFICO ,Nacional,Coahuila De Zaragoza,,,223
EL GRÁFICO ,Nacional,Colima,,,43
EL GRÁFICO ,Nacional,Chiapas,,,87
EL GRÁFICO ,Nacional,Chihuahua,,,163
EL GRÁFICO ,Nacional,Ciudad De México,,,135590
EL GRÁFICO ,Nacional,Durango,,,29
EL GRÁFICO ,Nacional,Guanajuato,,,149
EL GRÁFICO ,Nacional,Guerrero,,,161
EL GRÁFICO ,Nacional,Hidalgo,,,706
EL GRÁFICO ,Nacional,Jalisco,,,218
EL GRÁFICO ,Nacional,México,,,14865
EL GRÁFICO ,Nacional,Michoacán,,,63
EL GRÁFICO ,Nacional,Morelos,,,1423
EL GRÁFICO ,Nacional,Nayarit,,,26
EL GRÁFICO ,Nacional,Nuevo León,,,191
EL GRÁFICO ,Nacional,Oaxaca,,,35
EL GRÁFICO ,Nacional,Puebla,,,637
EL GRÁFICO ,Nacional,Querétaro,,,964
EL GRÁFICO ,Nacional,Quintana Roo,,,53
EL GRÁFICO ,Nacional,San Luis Potosí,,,32
EL GRÁFICO ,Nacional,Sinaloa,,,136
EL GRÁFICO ,Nacional,Sonora,,,130
EL GRÁFICO ,Nacional,Tabasco,,,81
EL GRÁFICO ,Nacional,Tamaulipas,,,118
EL GRÁFICO ,Nacional,Tlaxcala,,,93
EL GRÁFICO ,Nacional,Veracruz,,,111
EL GRÁFICO ,Nacional,Yucatán,,,42
EL GRÁFICO ,Nacional,Zacatecas,,,26
EL HERALDO DE MÉXICO ,Nacional,Aguascalientes,,,983
EL HERALDO DE MÉXICO ,Nacional,Campeche,,,99
EL HERALDO DE MÉXICO ,Nacional,Coahuila De Zaragoza,,,245
EL HERALDO DE MÉXICO ,Nacional,Colima,,,147
EL HERALDO DE MÉXICO ,Nacional,Chiapas,,,245
EL HERALDO DE MÉXICO ,Nacional,Chihuahua,,,246
EL HERALDO DE MÉXICO ,Nacional,Ciudad De México,,,25081
EL HERALDO DE MÉXICO ,Nacional,Durango,,,1229
EL HERALDO DE MÉXICO ,Nacional,Guanajuato,,,394
EL HERALDO DE MÉXICO ,Nacional,Guerrero,,,336
EL HERALDO DE MÉXICO ,Nacional,Hidalgo,,,247
EL HERALDO DE MÉXICO ,Nacional,Jalisco,,,760
EL HERALDO DE MÉXICO ,Nacional,Michoacán,,,492
EL HERALDO DE MÉXICO ,Nacional,Morelos,,,982
EL HERALDO DE MÉXICO ,Nacional,Nayarit,,,146
EL HERALDO DE MÉXICO ,Nacional,Nuevo León,,,245
EL HERALDO DE MÉXICO ,Nacional,Oaxaca,,,492
EL HERALDO DE MÉXICO ,Nacional,Puebla,,,3737
EL HERALDO DE MÉXICO ,Nacional,Querétaro,,,394
EL HERALDO DE MÉXICO ,Nacional,Quintana Roo,,,245
EL HERALDO DE MÉXICO ,Nacional,San Luis Potosí,,,195
EL HERALDO DE MÉXICO ,Nacional,Sinaloa,,,99
EL HERALDO DE MÉXICO ,Nacional,Sonora,,,147
EL HERALDO DE MÉXICO ,Nacional,Tabasco,,,132
EL HERALDO DE MÉXICO ,Nacional,Tamaulipas,,,245
EL HERALDO DE MÉXICO ,Nacional,Tlaxcala,,,639
EL HERALDO DE MÉXICO ,Nacional,Veracruz,,,836
EL HERALDO DE MÉXICO ,Nacional,Yucatán,,,246
EL HERALDO DE MÉXICO ,Nacional,Zacatecas,,,245
EL PAÍS ,Nacional,Aguascalientes,,,32
EL PAÍS ,Nacional,Baja California,,,24
EL PAÍS ,Nacional,Chiapas,,,37
EL PAÍS ,Nacional,Ciudad De México,,,9376
EL PAÍS ,Nacional,Guanajuato,,,64
EL PAÍS ,Nacional,Guerrero,,,16
EL PAÍS ,Nacional,Jalisco,,,159
EL PAÍS ,Nacional,México,,,2529
EL PAÍS ,Nacional,Morelos,,,156
EL PAÍS ,Nacional,Nuevo León,,,65
EL PAÍS ,Nacional,Oaxaca,,,49
EL PAÍS ,Nacional,Puebla,,,136
EL PAÍS ,Nacional,Querétaro,,,98
EL PAÍS ,Nacional,San Luis Potosí,,,26
EL PAÍS ,Nacional,Sonora,,,31
EL PAÍS ,Nacional,Tlaxcala,,,14
EL PAÍS ,Nacional,Veracruz,,,18
EL SOL DE MEXICO ,Nacional,Aguascalientes,,,113
EL SOL DE MEXICO ,Nacional,Baja California,,,91
EL SOL DE MEXICO ,Nacional,Baja California Sur,,,90
EL SOL DE MEXICO ,Nacional,Campeche,,,91
EL SOL DE MEXICO ,Nacional,Coahuila De Zaragoza,,,91
EL SOL DE MEXICO ,Nacional,Colima,,,91
EL SOL DE MEXICO ,Nacional,Chiapas,,,164
EL SOL DE MEXICO ,Nacional,Chihuahua,,,137
EL SOL DE MEXICO ,Nacional,Ciudad De México,,,58862
EL SOL DE MEXICO ,Nacional,Durango,,,118
EL SOL DE MEXICO ,Nacional,Guanajuato,,,182
EL SOL DE MEXICO ,Nacional,Guerrero,,,91
EL SOL DE MEXICO ,Nacional,Hidalgo,,,227
EL SOL DE MEXICO ,Nacional,Jalisco,,,228
EL SOL DE MEXICO ,Nacional,México,,,476
EL SOL DE MEXICO ,Nacional,Michoacán,,,91
EL SOL DE MEXICO ,Nacional,Morelos,,,228
EL SOL DE MEXICO ,Nacional,Nayarit,,,91
EL SOL DE MEXICO ,Nacional,Puebla,,,226
EL SOL DE MEXICO ,Nacional,Querétaro,,,227
EL SOL DE MEXICO ,Nacional,Quintana Roo,,,91
EL SOL DE MEXICO ,Nacional,San Luis Potosí,,,91
EL SOL DE MEXICO ,Nacional,Sinaloa,,,91
EL SOL DE MEXICO ,Nacional,Tamaulipas,,,250
EL SOL DE MEXICO ,Nacional,Tlaxcala,,,91
EL SOL DE MEXICO ,Nacional,Veracruz,,,205
EL SOL DE MEXICO ,Nacional,Yucatán,,,91
EL SOL DE MEXICO ,Nacional,Zacatecas,,,91
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Aguascalientes,,,161
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Baja California,,,161
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Baja California Sur,,,161
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Campeche,,,161
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Coahuila De Zaragoza,,,433
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Colima,,,111
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Chiapas,,,194
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Chihuahua,,,161
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Ciudad De México,,,77346
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Durango,,,55
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Guanajuato,,,1798
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Guerrero,,,2100
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Hidalgo,,,3794
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Jalisco,,,1033
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,México,,,13693
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Michoacán,,,1590
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Morelos,,,4038
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Nayarit,,,161
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Nuevo León,,,161
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Oaxaca,,,839
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Puebla,,,4048
EL UNIVERSAL EL GRAN DIARIO DE MÉXICO ,Nacional,Querétaro,,,2563
